trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
1,886215.0,886456.0,1.0,0.116,51090.3,50292.5,2.9632374000000006,2.9169650000000003,0.0,-92.54480000000034,-98.42500240000034,9901.5749976,1.0,10000.0,0.5926474800000001,1631024220.0,2021-09-07 10:15:00+00:00,2021-09-07 10:15:00+00:00,2021-09-07 14:16:00+00:00,2021-09-07 14:17:00+00:00,50302.606061484905,54108.41374659561,2021-09-08 00:00:00+00:00,3.831581784525508,-1.0771841174752665,stop,minute interval; not exact exchange fill
12,909730.0,910080.0,-1.0,0.08600000000000001,44655.200000000004,44837.3,1.9201736000000003,1.9280039000000004,0.30289113791032574,-15.660599999999876,-19.811668637910202,9387.105828739122,4.0,9406.917497377031,0.40824714377167864,1632441600.0,2021-09-23 18:10:00+00:00,2021-09-23 18:10:00+00:00,2021-09-24 00:00:00+00:00,2021-09-24 00:00:00+00:00,45685.14783739973,41979.32613968897,2021-09-24 00:00:00+00:00,2.5980673614177574,-0.2236698127910077,timeout,minute interval; not exact exchange fill
13,913555.0,914400.0,-1.0,0.079,43361.3,43158.700000000004,1.7127713500000001,1.7047686500000003,-0.283276448992413,16.005399999999884,12.871136448992297,9399.976965188114,4.0,9387.105828739122,0.36492000436519206,1632700800.0,2021-09-26 09:55:00+00:00,2021-09-26 09:55:00+00:00,2021-09-27 00:00:00+00:00,2021-09-27 00:00:00+00:00,44474.13950028115,41063.86596318049,2021-09-27 00:00:00+00:00,2.064479231945931,0.14640545900301383,timeout,minute interval; not exact exchange fill
14,914540.0,915840.0,-1.0,0.081,43989.4,42131.200000000004,1.7815707000000003,1.7063136000000003,-0.7912359474264796,150.51419999999976,147.81755164742626,9547.79451683554,4.0,9399.976965188114,0.3790585246321073,1632787200.0,2021-09-27 02:20:00+00:00,2021-09-27 02:20:00+00:00,2021-09-28 00:00:00+00:00,2021-09-28 00:00:00+00:00,45082.62764727794,41378.64586694715,2021-09-28 00:00:00+00:00,2.38811572278971,1.6692845717667717,timeout,minute interval; not exact exchange fill
15,917525.0,918720.0,-1.0,0.111,42174.600000000006,41508.0,2.3406903000000003,2.303694,-0.8996016430826804,73.99260000000065,70.24781734308333,9618.042334178625,4.0,9547.79451683554,0.49031015400942746,1632960000.0,2021-09-29 04:05:00+00:00,2021-09-29 04:05:00+00:00,2021-09-30 00:00:00+00:00,2021-09-30 00:00:00+00:00,42967.943054178526,39311.86269809575,2021-09-30 00:00:00+00:00,3.6084481824429973,0.7977169724670565,timeout,minute interval; not exact exchange fill
16,937040.0,937207.0,1.0,0.078,55857.0,54694.700000000004,2.178423,2.1330933,0.0,-90.65939999999966,-94.97091629999966,9523.071417878626,1.0,9618.042334178625,0.452986777206993,1634069280.0,2021-10-12 17:20:00+00:00,2021-10-12 17:20:00+00:00,2021-10-12 20:07:00+00:00,2021-10-12 20:08:00+00:00,54705.6998134216,59095.13855742536,2021-10-13 00:00:00+00:00,2.8125927496363206,-1.0575659278042508,stop,minute interval; not exact exchange fill
17,937295.0,937440.0,1.0,0.081,55793.4,56000.600000000006,2.2596327,2.2680243000000004,0.453755034,16.783200000000353,11.80178796600035,9534.873205844628,4.0,9523.071417878626,0.4745596459053668,1634083200.0,2021-10-12 21:35:00+00:00,2021-10-12 21:35:00+00:00,2021-10-13 00:00:00+00:00,2021-10-13 00:00:00+00:00,54705.6998134216,59095.13855742536,2021-10-13 00:00:00+00:00,3.0355226542818645,0.1339533520338344,timeout,minute interval; not exact exchange fill
18,937805.0,938880.0,1.0,0.058,55385.700000000004,57382.100000000006,1.6061853000000001,1.6640809,0.9755592173717221,115.79120000000009,111.54537458262836,9646.418580427257,4.0,9534.873205844628,0.33690753202999085,1634169600.0,2021-10-13 06:05:00+00:00,2021-10-13 06:05:00+00:00,2021-10-14 00:00:00+00:00,2021-10-14 00:00:00+00:00,53830.32341640275,58307.7502765705,2021-10-14 00:00:00+00:00,1.878677040265336,1.2364826202061323,timeout,minute interval; not exact exchange fill
19,942815.0,943200.0,1.0,0.07,60462.200000000004,60913.3,2.116177,2.1319655,1.3340177075161146,31.576999999999902,25.994839792483788,9672.41342021974,4.0,9646.418580427257,0.4387487402410172,1634428800.0,2021-10-16 17:35:00+00:00,2021-10-16 17:35:00+00:00,2021-10-17 00:00:00+00:00,2021-10-17 00:00:00+00:00,59188.33547504368,63075.26744963451,2021-10-17 00:00:00+00:00,2.051291482290156,0.2915183262451486,timeout,minute interval; not exact exchange fill
20,944440.0,944640.0,1.0,0.068,59717.8,61559.100000000006,2.0304052,2.0930094000000006,1.6083212122226638,125.20840000000021,119.47666418777754,9791.890084407518,4.0,9672.41342021974,0.4198342464881682,1634515200.0,2021-10-17 20:40:00+00:00,2021-10-17 20:40:00+00:00,2021-10-18 00:00:00+00:00,2021-10-18 00:00:00+00:00,58383.20117562839,62729.90426715725,2021-10-18 00:00:00+00:00,2.2569361010605418,1.3165078039796665,timeout,minute interval; not exact exchange fill
21,949835.0,949889.0,1.0,0.076,63748.600000000006,62544.0,2.4224468000000003,2.376672,0.0,-91.54960000000044,-96.34871880000044,9695.541365607518,1.0,9791.890084407518,0.4947863546502577,1634830200.0,2021-10-21 14:35:00+00:00,2021-10-21 14:35:00+00:00,2021-10-21 15:29:00+00:00,2021-10-21 15:30:00+00:00,62556.59716055055,68055.62717231762,2021-10-22 00:00:00+00:00,3.613269221998554,-1.0635430202377123,stop,minute interval; not exact exchange fill
22,951335.0,951840.0,1.0,0.074,61141.600000000006,60722.100000000006,2.2622392000000002,2.2467177,2.6702438036869998,-31.043,-38.222200703687,9657.31916490383,4.0,9695.541365607518,0.4666555718125698,1634947200.0,2021-10-22 15:35:00+00:00,2021-10-22 15:35:00+00:00,2021-10-23 00:00:00+00:00,2021-10-23 00:00:00+00:00,59931.30079079178,64586.95225375442,2021-10-23 00:00:00+00:00,2.8466946252144925,-0.42676738264036596,timeout,minute interval; not exact exchange fill
23,954255.0,954720.0,1.0,0.075,59828.100000000006,60890.600000000006,2.2435537500000002,2.2833975,2.2281364085625,79.6875,72.93241234143748,9730.251577245268,4.0,9657.31916490383,0.46463282649980464,1635120000.0,2021-10-24 16:15:00+00:00,2021-10-24 16:15:00+00:00,2021-10-25 00:00:00+00:00,2021-10-25 00:00:00+00:00,58628.72238902692,63118.22446776114,2021-10-25 00:00:00+00:00,2.743193167572787,0.8107806546126398,timeout,minute interval; not exact exchange fill
24,958115.0,959040.0,1.0,0.08600000000000001,59257.100000000006,58437.600000000006,2.5480553000000006,2.5128168000000004,1.9479367214663659,-70.477,-77.48580882146636,9652.765768423802,4.0,9730.251577245268,0.5237388323974621,1635379200.0,2021-10-27 08:35:00+00:00,2021-10-27 08:35:00+00:00,2021-10-28 00:00:00+00:00,2021-10-28 00:00:00+00:00,58218.041598190655,62931.69794645949,2021-10-28 00:00:00+00:00,3.536469114787748,-0.8671291001784447,timeout,minute interval; not exact exchange fill
25,962805.0,963360.0,1.0,0.073,61072.200000000004,61882.8,2.2291353,2.2587222000000002,1.901792472742116,59.17379999999989,52.78415002725777,9705.54991845106,4.0,9652.765768423802,0.4618645792259797,1635638400.0,2021-10-30 14:45:00+00:00,2021-10-30 14:45:00+00:00,2021-10-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,59848.01154121787,63587.403094969624,2021-10-31 00:00:00+00:00,2.054588145253252,0.5906529694275474,timeout,minute interval; not exact exchange fill
26,964180.0,964800.0,1.0,0.073,60257.0,61334.8,2.1993804999999997,2.2387202,3.3961122206949996,78.67940000000021,70.8451870793052,9776.395105530366,4.0,9705.54991845106,0.45322120198852284,1635724800.0,2021-10-31 13:40:00+00:00,2021-10-31 13:40:00+00:00,2021-11-01 00:00:00+00:00,2021-11-01 00:00:00+00:00,59012.21631589059,63676.70870689022,2021-11-01 00:00:00+00:00,2.747231306567835,0.7796390868340641,timeout,minute interval; not exact exchange fill
27,968540.0,968760.0,1.0,0.08600000000000001,62074.3,61018.5,2.6691949000000004,2.6237955000000004,1.6797303237,-90.79880000000026,-97.77152072370025,9678.623584806666,1.0,9776.395105530366,0.5460489006812083,1635962460.0,2021-11-03 14:20:00+00:00,2021-11-03 14:20:00+00:00,2021-11-03 18:00:00+00:00,2021-11-03 18:01:00+00:00,61030.74769519837,65960.74939863225,2021-11-04 00:00:00+00:00,3.724249738848516,-1.0894309204425645,stop,minute interval; not exact exchange fill
28,968775.0,969120.0,1.0,0.058,62588.100000000006,62933.8,1.8150549000000002,1.8250802000000002,1.6787646324,20.050599999999832,14.731700267599834,9693.355285074267,4.0,9678.623584806666,0.3750646740408919,1635984000.0,2021-11-03 18:15:00+00:00,2021-11-03 18:15:00+00:00,2021-11-04 00:00:00+00:00,2021-11-04 00:00:00+00:00,61030.74769519837,65960.74939863225,2021-11-04 00:00:00+00:00,2.165630338256589,0.16309400988901424,timeout,minute interval; not exact exchange fill
29,979020.0,979040.0,1.0,0.073,65904.3,64662.8,2.40550695,2.3601922,0.0,-90.6295,-95.39519915,9597.960085924267,1.0,9693.355285074267,0.49632080518166416,1636579260.0,2021-11-10 21:00:00+00:00,2021-11-10 21:00:00+00:00,2021-11-10 21:20:00+00:00,2021-11-10 21:21:00+00:00,64675.7668543288,69861.8500208641,2021-11-11 00:00:00+00:00,3.2213620241413357,-1.0636941743122832,stop,minute interval; not exact exchange fill
30,981370.0,981626.0,1.0,0.062,64041.0,62583.9,1.985271,1.9401009000000002,1.4448104212708452,-90.34019999999991,-95.71038232127076,9502.249703602996,1.0,9597.960085924267,0.4136860295786116,1636734420.0,2021-11-12 12:10:00+00:00,2021-11-12 12:10:00+00:00,2021-11-12 16:26:00+00:00,2021-11-12 16:27:00+00:00,62596.51761116782,67385.31135555616,2021-11-13 00:00:00+00:00,2.315231657659695,-1.0686982796235502,stop,minute interval; not exact exchange fill
31,981720.0,982080.0,1.0,0.084,63627.8,64143.200000000004,2.6723676000000007,2.6940144000000004,0.8321602367448502,43.293600000000126,37.09505776325528,9539.344761366252,4.0,9502.249703602996,0.5624705061132441,1636761600.0,2021-11-12 18:00:00+00:00,2021-11-12 18:00:00+00:00,2021-11-13 00:00:00+00:00,2021-11-13 00:00:00+00:00,62596.51761116782,67385.31135555616,2021-11-13 00:00:00+00:00,3.6435329413616238,0.42821232602936105,timeout,minute interval; not exact exchange fill
32,986095.0,986400.0,1.0,0.08600000000000001,63870.8,63641.700000000004,2.7464444000000006,2.7365931000000008,1.9707431169884,-19.702599999999876,-27.15638061698828,9512.188380749265,4.0,9539.344761366252,0.5758140561441762,1637020800.0,2021-11-15 18:55:00+00:00,2021-11-15 18:55:00+00:00,2021-11-16 00:00:00+00:00,2021-11-16 00:00:00+00:00,62863.308008412256,68373.10496650972,2021-11-16 00:00:00+00:00,4.468824570421009,-0.31342369991622565,timeout,minute interval; not exact exchange fill
33,986470.0,986609.0,1.0,0.068,62116.3,60807.700000000004,2.1119542,2.0674618000000007,0.0,-88.98479999999991,-93.16421599999991,9419.024164749266,1.0,9512.188380749265,0.44405222341352407,1637033400.0,2021-11-16 01:10:00+00:00,2021-11-16 01:10:00+00:00,2021-11-16 03:29:00+00:00,2021-11-16 03:30:00+00:00,60819.952691602084,65331.75467952397,2021-11-17 00:00:00+00:00,2.4803960008971373,-1.0568633815371433,stop,minute interval; not exact exchange fill
34,988040.0,989280.0,1.0,0.096,58987.8,60354.8,2.8314144000000003,2.8970304000000002,1.9065643508612125,131.232,123.59699084913878,9542.621155598405,4.0,9419.024164749266,0.6012118347878498,1637193600.0,2021-11-17 03:20:00+00:00,2021-11-17 03:20:00+00:00,2021-11-18 00:00:00+00:00,2021-11-18 00:00:00+00:00,58093.119306575805,62673.00334420438,2021-11-18 00:00:00+00:00,4.1190151651759175,1.4390258604452721,timeout,minute interval; not exact exchange fill
35,990210.0,990264.0,1.0,0.062,58857.100000000006,57400.9,1.8245701,1.7794279000000002,0.40484648123315425,-90.28440000000028,-94.29324448123343,9448.327911117172,1.0,9542.621155598405,0.3824043876937466,1637252700.0,2021-11-18 15:30:00+00:00,2021-11-18 15:30:00+00:00,2021-11-18 16:24:00+00:00,2021-11-18 16:25:00+00:00,57412.47768609356,62199.28237999415,2021-11-19 00:00:00+00:00,2.3135336813097167,-1.0527725948263797,stop,minute interval; not exact exchange fill
36,990445.0,990604.0,1.0,0.10300000000000001,58246.4,57400.9,2.9996896000000004,2.9561463500000005,0.0,-87.0865,-93.04233595,9355.285575167172,1.0,9448.327911117172,0.6349672933071003,1637273100.0,2021-11-18 19:25:00+00:00,2021-11-18 19:25:00+00:00,2021-11-18 22:04:00+00:00,2021-11-18 22:05:00+00:00,57412.47768609356,62199.28237999415,2021-11-19 00:00:00+00:00,4.740108657696409,-1.0832227833890826,stop,minute interval; not exact exchange fill
37,997115.0,997920.0,-1.0,0.095,57240.5,57585.8,2.71892375,2.7353255000000005,-1.087657763080795,-32.80350000000028,-37.17009148691949,9318.115483680253,4.0,9355.285575167172,0.5812593807327822,1637712000.0,2021-11-23 10:35:00+00:00,2021-11-23 10:35:00+00:00,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,58138.56249107732,53904.54013096248,2021-11-24 00:00:00+00:00,3.7146188624754752,-0.43567582969151775,timeout,minute interval; not exact exchange fill
38,1000145.0,1000800.0,-1.0,0.095,58569.3,59000.200000000004,2.7820417500000003,2.8025095,-1.4440088425462925,-40.93550000000014,-45.07604240745384,9273.039441272798,4.0,9318.115483680253,0.5971254069285723,1637884800.0,2021-11-25 13:05:00+00:00,2021-11-25 13:05:00+00:00,2021-11-26 00:00:00+00:00,2021-11-26 00:00:00+00:00,59467.708143172065,55193.21132206318,2021-11-26 00:00:00+00:00,3.757856274562103,-0.5281393100971635,timeout,minute interval; not exact exchange fill
39,1001125.0,1001271.0,1.0,0.089,57703.200000000004,56740.0,2.5677924000000005,2.52493,0.0,-85.72480000000039,-90.81752240000039,9182.2219188728,1.0,9273.039441272798,0.553818932025927,1637913120.0,2021-11-26 05:25:00+00:00,2021-11-26 05:25:00+00:00,2021-11-26 07:51:00+00:00,2021-11-26 07:52:00+00:00,56751.43230332562,61125.613534316406,2021-11-27 00:00:00+00:00,3.5958496451127977,-1.0721330462942895,stop,minute interval; not exact exchange fill
40,1002835.0,1003680.0,-1.0,0.079,54604.0,54749.8,2.156858,2.1626171,-0.866238227303892,-11.51820000000023,-14.971436872696337,9167.250482000103,4.0,9182.2219188728,0.46978999615918104,1638057600.0,2021-11-27 09:55:00+00:00,2021-11-27 09:55:00+00:00,2021-11-28 00:00:00+00:00,2021-11-28 00:00:00+00:00,55678.76046437836,52369.82665171744,2021-11-28 00:00:00+00:00,2.0787639872618446,-0.176329391924244,timeout,minute interval; not exact exchange fill
41,1005000.0,1005075.0,-1.0,0.08,56286.9,57352.5,2.2514760000000003,2.2941,0.0,-85.24799999999989,-89.79357599999989,9077.456906000103,1.0,9167.250482000103,0.4911998432726963,1638141360.0,2021-11-28 22:00:00+00:00,2021-11-28 22:00:00+00:00,2021-11-28 23:15:00+00:00,2021-11-28 23:16:00+00:00,57341.02593272024,53145.298494993796,2021-11-29 00:00:00+00:00,2.980290501818046,-1.064787104804003,stop,minute interval; not exact exchange fill
42,1006275.0,1006560.0,-1.0,0.073,58310.8,57839.600000000006,2.1283442,2.1111454,-1.173983170374,34.397599999999784,31.332093570373786,9108.788999570477,4.0,9077.456906000103,0.4689296180724773,1638230400.0,2021-11-29 19:15:00+00:00,2021-11-29 19:15:00+00:00,2021-11-30 00:00:00+00:00,2021-11-30 00:00:00+00:00,59469.06847723539,55201.79862262303,2021-11-30 00:00:00+00:00,2.684180255684492,0.3705589590614158,timeout,minute interval; not exact exchange fill
43,1007480.0,1008000.0,-1.0,0.069,58791.4,56989.5,2.0283033,1.9661377500000001,-0.8942558424799023,124.3311000000001,121.23091479248001,9230.019914362958,4.0,9108.788999570477,0.4453508144926059,1638316800.0,2021-11-30 15:20:00+00:00,2021-11-30 15:20:00+00:00,2021-12-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,60018.93307747415,55410.4174012197,2021-12-01 00:00:00+00:00,2.7542904226558487,1.431301373333596,timeout,minute interval; not exact exchange fill
44,1008905.0,1009440.0,-1.0,0.068,58564.8,57220.8,1.9912032000000002,1.9455072000000002,-1.0193525616572001,91.39200000000001,88.47464216165721,9318.494556524616,4.0,9230.019914362958,0.43146238436635703,1638403200.0,2021-12-01 15:05:00+00:00,2021-12-01 15:05:00+00:00,2021-12-02 00:00:00+00:00,2021-12-02 00:00:00+00:00,59825.96355588104,54921.52286772963,2021-12-02 00:00:00+00:00,2.8888220844006307,1.0316645075736945,timeout,minute interval; not exact exchange fill
45,1016515.0,1016640.0,-1.0,0.076,50263.3,50434.9,1.9100054,1.9165262,-0.38330941154264403,-13.041599999999889,-16.484822188457244,9302.009734336161,4.0,9318.494556524616,0.4099386201095442,1638835200.0,2021-12-06 21:55:00+00:00,2021-12-06 21:55:00+00:00,2021-12-07 00:00:00+00:00,2021-12-07 00:00:00+00:00,51415.7484232654,47699.493677464845,2021-12-07 00:00:00+00:00,2.224660358570107,-0.18821280912224214,timeout,minute interval; not exact exchange fill
46,1017190.0,1018080.0,-1.0,0.064,51056.9,50587.4,1.6338208000000003,1.6187968000000001,-0.6546611840000001,30.048000000000002,27.450043584,9329.459777920161,4.0,9302.009734336161,0.3512833993215764,1638921600.0,2021-12-07 09:10:00+00:00,2021-12-07 09:10:00+00:00,2021-12-08 00:00:00+00:00,2021-12-08 00:00:00+00:00,52427.03353402164,48310.280081544275,2021-12-08 00:00:00+00:00,2.004636665153214,0.31304024049470935,timeout,minute interval; not exact exchange fill
47,1021000.0,1021775.0,-1.0,0.07100000000000001,48388.3,49644.200000000004,1.7177846500000002,1.7623691000000004,-0.338514341913961,-89.16890000000011,-92.31053940808614,9237.149238512076,1.0,9329.459777920161,0.36824954303687457,1639143360.0,2021-12-10 00:40:00+00:00,2021-12-10 00:40:00+00:00,2021-12-10 13:35:00+00:00,2021-12-10 13:36:00+00:00,49634.24506802989,45717.31738070536,2021-12-11 00:00:00+00:00,2.1437402722080234,-1.0435038235058205,stop,minute interval; not exact exchange fill
48,1021850.0,1022400.0,-1.0,0.074,48455.4,47141.8,1.7928498,1.7442465999999999,-0.70391834,97.20639999999989,94.3732219399999,9331.522460452075,4.0,9237.149238512076,0.3881824908761121,1639180800.0,2021-12-10 14:50:00+00:00,2021-12-10 14:50:00+00:00,2021-12-11 00:00:00+00:00,2021-12-11 00:00:00+00:00,49634.24506802989,45717.31738070536,2021-12-11 00:00:00+00:00,2.3226823384607918,1.081833265953538,timeout,minute interval; not exact exchange fill
49,1022455.0,1022771.0,-1.0,0.089,47790.4,48774.5,2.1266727999999997,2.17046525,0.0,-87.58489999999986,-91.88203804999986,9239.640422402077,1.0,9331.522460452075,0.45580403605372044,1639203120.0,2021-12-11 00:55:00+00:00,2021-12-11 00:55:00+00:00,2021-12-11 06:11:00+00:00,2021-12-11 06:12:00+00:00,48764.71727897926,45720.00653896641,2021-12-12 00:00:00+00:00,2.1249684324624063,-1.0595957520958383,stop,minute interval; not exact exchange fill
50,1022890.0,1022909.0,-1.0,0.095,47865.600000000006,48774.5,2.2736160000000005,2.31678875,0.0,-86.34549999999945,-90.93590474999945,9148.704517652077,1.0,9239.640422402077,0.4921438272613896,1639211400.0,2021-12-11 08:10:00+00:00,2021-12-11 08:10:00+00:00,2021-12-11 08:29:00+00:00,2021-12-11 08:30:00+00:00,48764.71727897926,45720.00653896641,2021-12-12 00:00:00+00:00,2.3863332528426504,-1.0646220158138906,stop,minute interval; not exact exchange fill
51,1027440.0,1028017.0,-1.0,0.08600000000000001,47590.3,48588.8,2.0463829000000002,2.0893184000000002,-0.3559538296512,-85.87100000000001,-89.6507474703488,9059.053770181727,1.0,9148.704517652077,0.44736014723212064,1639517880.0,2021-12-14 12:00:00+00:00,2021-12-14 12:00:00+00:00,2021-12-14 21:37:00+00:00,2021-12-14 21:38:00+00:00,48578.98532508565,44809.484934877495,2021-12-15 00:00:00+00:00,2.812639162902132,-1.0543805248555689,stop,minute interval; not exact exchange fill
52,1033085.0,1033920.0,-1.0,0.091,46783.5,46825.4,2.12864925,2.1305557,-0.6598218390399999,-3.8129000000001323,-7.412283110960133,9051.641487070767,4.0,9059.053770181727,0.46994957840001844,1639872000.0,2021-12-18 10:05:00+00:00,2021-12-18 10:05:00+00:00,2021-12-19 00:00:00+00:00,2021-12-19 00:00:00+00:00,47702.51790685913,44818.29875616586,2021-12-19 00:00:00+00:00,2.1383710036189423,-0.08863120071118137,timeout,minute interval; not exact exchange fill
53,1046490.0,1046880.0,-1.0,0.10400000000000001,51754.600000000006,50717.9,2.6912392000000005,2.6373308000000004,-0.5273648729782161,107.81680000000047,103.01559487297868,9154.657081943746,4.0,9051.641487070767,0.5946411385921829,1640649600.0,2021-12-27 17:30:00+00:00,2021-12-27 17:30:00+00:00,2021-12-28 00:00:00+00:00,2021-12-28 00:00:00+00:00,52547.07200375771,48971.605125878996,2021-12-28 00:00:00+00:00,3.511789515496745,1.249930043445653,timeout,minute interval; not exact exchange fill
54,1050250.0,1050893.0,-1.0,0.10400000000000001,47055.3,47878.5,2.4468756000000003,2.489682,-0.49019482743212806,-85.61279999999971,-90.05916277256757,9064.597919171178,1.0,9154.657081943746,0.5345641192450808,1640890440.0,2021-12-30 08:10:00+00:00,2021-12-30 08:10:00+00:00,2021-12-30 18:53:00+00:00,2021-12-30 18:54:00+00:00,47868.90095079559,45015.5622577935,2021-12-31 00:00:00+00:00,2.507049359040106,-1.0643467013540013,stop,minute interval; not exact exchange fill
