symbol,case,primary,net_return,geometric_weekly,arithmetic_weekly,worst_week,best_week,complete_weeks,weeks_at_10pct,positive_weeks,negative_weeks,flat_weeks,longest_losing_streak,active_week_losing_streak,trades,win_rate,profit_factor,fees,funding_paid,liquidations,max_entry_leverage,conservative_intrabar_drawdown,max_daily_entries,initial_equity,final_equity,days,cagr,minimum_rolling_365day_return,maximum_rolling_365day_return,arithmetic_mean_annual_return,positive_anniversary_years,cagr65_and_min200trades,mean_annual65_and_min200trades,all_5_years_positive,start_utc,end_exclusive_utc
BTCUSDT,DIAGNOSTIC_d8bc07710323_ab8706a891e0_risk0.01,False,-0.5890960870136315,-0.0034128892246915177,-0.003269310160068624,-0.04912075260871518,0.06543412538547755,260,0,94,156,10,10,10,900,0.41333333333333333,0.7837376742672771,4103.524437599989,143.92543253638092,0,1.7652819413217242,0.6083478555111356,3,10000.0,4109.039129863686,1826.0,-0.16297377483739606,-0.32319311507053516,-0.0060867597567069165,-0.15868383008912962,0,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_6cb7b305c076_a0f277045e13_risk0.005,False,-0.3993161050048363,-0.001972168668208152,-0.0019142235479226246,-0.0363577235402579,0.03823848813215558,260,0,68,138,54,11,17,375,0.18133333333333335,0.6365445626047398,911.9876281499999,23.493921898372047,0,0.7917160767646872,0.4261886131711051,3,10000.0,6006.838949951637,1826.0,-0.09692453035638549,-0.21527658835446573,0.2321602394635398,-0.08781673023065943,1,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_751de8a81016_05cad0b63c38_risk0.005,False,-0.09219510231547023,-0.000373561070853734,-0.0003723728266266273,-0.009085990261917587,0.002603799916179872,260,0,157,103,0,8,8,1394,0.7295552367288379,0.45490154547600464,613.5237835999994,-34.7571604453135,0,0.07658847171100054,0.09703072633120557,1,10000.0,9078.048976845297,1826.0,-0.01916145013107029,-0.03991416521582436,0.009766712496838359,-0.019030014766771065,1,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_ff9fd3be46d4_05cad0b63c38_risk0.02,False,-0.5859045992489795,-0.0033904754713017793,-0.0033644992093061804,-0.039613532457562495,0.006568387502339679,260,0,90,169,1,12,13,1303,0.42670759785111284,0.27920897734845396,4236.2721317,-55.72593921027073,0,1.9917609637413944,0.5919154851817781,1,10000.0,4140.954007510204,1826.0,-0.16167740937277608,-0.21411856177317568,-0.1284990045327422,-0.16128767625901647,0,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_3b3bbdb892ef_05cad0b63c38_risk0.02,False,-0.515908774923125,-0.002796203839835032,-0.0027755678098986326,-0.025736856242527528,0.006367955780669066,260,0,100,159,1,12,12,1368,0.46710526315789475,0.32320166917687343,3871.322696350001,-59.5494471187652,0,0.7446441198708821,0.524098948603337,1,10000.0,4840.912250768749,1826.0,-0.135075680014637,-0.20855944297934748,-0.09097013569122347,-0.1341350267259224,0,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_SCREENSHOT_TOUCH_near97,False,-0.21031508937729826,-0.0008912152862070588,-0.0008829175614396176,-0.024801041300393734,0.006979006672004129,260,0,150,110,0,5,5,1278,0.7926447574334898,0.5725732649723754,1288.568935250001,-98.97814147704158,0,0.4618637145722511,0.22035802074909305,1,10000.0,7896.849106227018,1826.0,-0.046131776694605886,-0.07827151837996948,0.019658930548453357,-0.045929597118587816,0,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
BTCUSDT,DIAGNOSTIC_SCREENSHOT_TOUCH_mean_low,False,-0.1277834643401835,-0.000489291011702031,-0.00046538290157433534,-0.03883605009756019,0.021835085181754144,260,0,124,136,0,9,9,435,0.5379310344827586,0.8578029591719787,453.06832945000065,-269.1463860481046,0,0.4620613398203567,0.19528057694972922,1,10000.0,8722.165356598165,1826.0,-0.026976159584714887,-0.10409974790281651,0.08220393274186555,-0.026202190265262982,1,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
XRPUSDT,PRIMARY_ff9fd3be46d4_05cad0b63c38_risk0.005,True,-0.07567586767268386,-0.00030635052795868756,-0.00030454907411854175,-0.008960886243444377,0.003973154916278476,260,0,170,90,0,5,5,1376,0.6664244186046512,0.6740517305088626,1068.6704392499987,-14.808062523186557,0,0.20014871924246636,0.08260553827730455,1,10000.0,9243.241323273161,1826.0,-0.015617095290469951,-0.04369485049216704,0.007028450086437932,-0.01557090658120841,0,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
XRPUSDT,DIAGNOSTIC_ff9fd3be46d4_18428d563d00_risk0.005,False,-0.1950877932377122,-0.0008343519940046118,-0.0007864027084882015,-0.027105935840535444,0.051185107344914105,260,0,68,125,67,15,16,517,0.31334622823984526,0.8391235569508293,1099.0346434,71.91068897712037,0,0.4974099129037338,0.27901181355805416,3,10000.0,8049.122067622878,1826.0,-0.04248076050086391,-0.1680179469559786,0.12442855396746255,-0.04020373227968732,2,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
XRPUSDT,DIAGNOSTIC_d8bc07710323_05cad0b63c38_risk0.005,False,-0.012277564016329179,-4.89755450615581e-05,-4.570110019990662e-05,-0.01316527485699448,0.006455509022443406,260,0,175,85,0,6,6,1484,0.761455525606469,0.9665368424758778,1267.6704298499997,-35.62248968669731,0,0.7448404696083977,0.05065411186506885,1,10000.0,9877.224359836708,1826.0,-0.002467948312336432,-0.030693818101738324,0.04460092031518803,-0.0023734022919110974,3,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
XRPUSDT,DIAGNOSTIC_SCREENSHOT_TOUCH_near97,False,0.07557701903721714,0.00028234142086436265,0.00028975870281363356,-0.0179520864037368,0.00925189449420416,260,0,182,78,0,3,3,1275,0.8823529411764706,1.1727700996046728,1000.100743150001,-97.13983352214828,0,0.2095787588242624,0.07619713068806755,1,10000.0,10755.770190372172,1826.0,0.014679857733400414,-0.06925648007643137,0.11514319765306924,0.015073506072921216,4,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
XRPUSDT,DIAGNOSTIC_SCREENSHOT_TOUCH_mean_low,False,-0.008802592841977264,-2.183607258043896e-05,-3.919190577407365e-06,-0.030163509611454975,0.018132709029788252,260,0,137,123,0,6,6,424,0.5778301886792453,0.9895002416216233,315.83337664999965,-186.96814823016854,0,0.1968971532197517,0.11109623657695245,1,10000.0,9911.974071580227,1826.0,-0.001766955785420743,-0.09843935602816767,0.06882880101578137,-0.0007563556857228093,4,False,False,False,2021-09-01 00:00:00+00:00,2026-09-01 00:00:00+00:00
