symbol,name,net_return,cagr,average_annual_return,trades,win_rate,worst_week,conservative_intrabar_drawdown,max_drawdown_adverse_daily_path,longest_losing_streak,positive_anniversary_years,historical_65pct_cagr_gate,selection,path
BTCUSDT,FINALIST_0390d39e35f451f2_risk0.02,-0.7640758908873447,-0.25089988097051497,-0.24289564547086595,499,0.35470941883767537,-0.07713731343028474,0.7870070296492924,,6.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_0390d39e35f451f2_risk0.02/METRICS.json
BTCUSDT,FINALIST_0c996cccd422af45_risk0.01,-0.12026761331089164,-0.025304814528787745,-0.008626325003371437,779,0.3119383825417201,-0.06886215894336478,0.5143617467178297,,8.0,3.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_0c996cccd422af45_risk0.01/METRICS.json
BTCUSDT,FINALIST_0c996cccd422af45_risk0.02,-0.20180572017569143,-0.04408463175476307,0.021629891202051367,776,0.3118556701030928,-0.07991772502587191,0.7195381477841426,,7.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_0c996cccd422af45_risk0.02/METRICS.json
BTCUSDT,FINALIST_120c4ca90ae5be60_risk0.02,-0.8725595986280177,-0.33772158274367314,-0.33058998598552863,741,0.3427800269905533,-0.07948482243942934,0.8751118489989039,,6.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_120c4ca90ae5be60_risk0.02/METRICS.json
BTCUSDT,FINALIST_20a87f158d3ee65d_risk0.01,-0.6812789692339677,-0.20444431014587516,-0.1791638926940922,765,0.3359477124183007,-0.07993564975564393,0.735753262084236,,8.0,1.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_20a87f158d3ee65d_risk0.01/METRICS.json
BTCUSDT,FINALIST_20a87f158d3ee65d_risk0.02,-0.8889410040659245,-0.3556994027952657,-0.2904114370100695,759,0.3372859025032938,-0.07991739901231654,0.9175645005476384,,8.0,1.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_20a87f158d3ee65d_risk0.02/METRICS.json
BTCUSDT,FINALIST_2fbf296b137f684a_risk0.02,-0.3003680049750952,-0.06895575115194619,-0.05643285010285552,753,0.3094289508632138,-0.07985215612687813,0.5044234487669803,,7.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_2fbf296b137f684a_risk0.02/METRICS.json
BTCUSDT,FINALIST_4846e3434b2b1bdf_risk0.005,-0.02821759117629319,-0.005708979456477192,-0.004888409477598587,534,0.38202247191011235,-0.03504666103669862,0.14269086435562184,,5.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_4846e3434b2b1bdf_risk0.005/METRICS.json
BTCUSDT,FINALIST_4846e3434b2b1bdf_risk0.01,-0.076968023517208,-0.015892504321989964,-0.012630823291160364,534,0.38202247191011235,-0.06929203380671245,0.2741376736155894,,5.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_4846e3434b2b1bdf_risk0.01/METRICS.json
BTCUSDT,FINALIST_4846e3434b2b1bdf_risk0.02,0.08946630777787568,0.017287309924015837,0.03239217521051676,532,0.38345864661654133,-0.07986971178645341,0.4179330313533598,,5.0,3.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_4846e3434b2b1bdf_risk0.02/METRICS.json
BTCUSDT,FINALIST_4f808ae1758a7471_risk0.02,-0.7858995879025821,-0.26530358476242166,-0.26008440955441064,546,0.36446886446886445,-0.07798695759318175,0.7979927682580754,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_4f808ae1758a7471_risk0.02/METRICS.json
BTCUSDT,FINALIST_560774f1371130b2_risk0.02,-0.9410160023842051,-0.4323008687727866,-0.42157021880392803,766,0.3302872062663185,-0.0798908879132838,0.9436848824407784,,8.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_560774f1371130b2_risk0.02/METRICS.json
BTCUSDT,FINALIST_626a3b0bf0cd2b32_risk0.02,-0.6397531893970837,-0.18471451797499594,-0.17830420426293844,536,0.3787313432835821,-0.0784937414430893,0.6729676755897157,,8.0,1.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_626a3b0bf0cd2b32_risk0.02/METRICS.json
BTCUSDT,FINALIST_720f0abe2aa176d0_risk0.02,-0.9401870342673315,-0.4307138771992619,-0.35682532619765495,1351,0.23242042931162102,-0.07995154757517664,0.9618212131773262,,10.0,1.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_720f0abe2aa176d0_risk0.02/METRICS.json
BTCUSDT,FINALIST_9c0ba7bd38917d1f_risk0.01,-0.7729945663503843,-0.2566518544267694,-0.25265934704586385,800,0.3975,-0.07074061913349172,0.7763366884127684,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_9c0ba7bd38917d1f_risk0.01/METRICS.json
BTCUSDT,FINALIST_9e5e9a0d52660a94_risk0.02,-0.8610739527658678,-0.3261910361644621,-0.3206309027639119,686,0.3469387755102041,-0.07938523013415921,0.8724288010926218,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_9e5e9a0d52660a94_risk0.02/METRICS.json
BTCUSDT,FINALIST_a16ad2ec145251af_risk0.02,0.18871851476851753,0.03518400484690898,0.07582246495925778,393,0.3231552162849873,-0.07906562532485906,0.43937551410331555,,4.0,3.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_a16ad2ec145251af_risk0.02/METRICS.json
BTCUSDT,FINALIST_a196d710297c6925_risk0.02,-0.8181797182553745,-0.28893183811579914,-0.28544767491047673,550,0.3527272727272727,-0.07824815135413554,0.8342650448351838,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_a196d710297c6925_risk0.02/METRICS.json
BTCUSDT,FINALIST_c714584fa2b8b37a_risk0.02,-0.9324307511147297,-0.41665889394903066,-0.3924405358667191,653,0.26339969372128635,-0.07956122944037569,0.9387510245550402,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_c714584fa2b8b37a_risk0.02/METRICS.json
BTCUSDT,FINALIST_cf3243d4c332414e_risk0.02,-0.8809668820399317,-0.346700917623732,-0.3409899427212615,765,0.41045751633986927,-0.07936456477321752,0.8820669552031555,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_cf3243d4c332414e_risk0.02/METRICS.json
BTCUSDT,FINALIST_d849ba08ed8494e6_risk0.01,-0.28225424220792017,-0.06418333552341648,-0.05128149761778593,773,0.31565329883570503,-0.06076601099794687,0.3834844111477027,,10.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_d849ba08ed8494e6_risk0.01/METRICS.json
BTCUSDT,FINALIST_d849ba08ed8494e6_risk0.02,-0.6109223005810778,-0.1720621714790409,-0.10867673930520567,772,0.31476683937823835,-0.07968228494835816,0.695979834391909,,8.0,2.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_d849ba08ed8494e6_risk0.02/METRICS.json
BTCUSDT,FINALIST_f9dc08828aedd7cf_risk0.02,-0.724334002981267,-0.22720622529044865,-0.21998989690833587,504,0.36507936507936506,-0.0765212588379075,0.7562757357261726,,7.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/FINALIST_f9dc08828aedd7cf_risk0.02/METRICS.json
BTCUSDT,THRESHOLD_0.0,-0.3849262082288557,-0.09263811590829285,-0.09185476793789911,523,0.43021032504780116,-0.04790747318392152,0.40120519853999403,,8.0,0.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/BTCUSDT/META/THRESHOLD_0.0/METRICS.json
BTCUSDT,THRESHOLD_0.15,-0.30098043137031993,-0.06911882608432951,-0.06789370463698652,231,0.39826839826839827,-0.028900030636806462,0.31080791552109277,,5.0,0.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/BTCUSDT/META/THRESHOLD_0.15/METRICS.json
BTCUSDT,THRESHOLD_0.35,-0.09223400483284172,-0.019169857704873006,-0.019023732823103434,51,0.39215686274509803,-0.019499639361942434,0.1279581256049822,,2.0,1.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/BTCUSDT/META/THRESHOLD_0.35/METRICS.json
BTCUSDT,PRIMARY_250W,-0.9280286144176918,-0.4225985965428214,,768,0.3984375,-0.07980429116753063,0.9340648624069724,,9.0,,False,fixed-before-evaluation,results/BTCUSDT/PRIMARY_250W/METRICS.json
BTCUSDT,PRIMARY_9c0ba7bd38917d1f_risk0.02,-0.9346330746135456,-0.42051254429587326,-0.41217939315357466,792,0.3977272727272727,-0.07978426957276008,0.9363290482075699,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/PRIMARY_9c0ba7bd38917d1f_risk0.02/METRICS.json
BTCUSDT,STRESS_100k,-0.9185582711825296,-0.39445831236019957,-0.38470720195036745,800,0.3975,-0.07982363776354795,0.9206836357935455,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_100k/METRICS.json
BTCUSDT,STRESS_delay_2min,-0.9368842514474606,-0.4245605651463087,-0.420151034412336,790,0.3962025316455696,-0.07977904849055173,0.9384123397825356,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_delay_2min/METRICS.json
BTCUSDT,STRESS_delay_5min,-0.9164643505313759,-0.3913757149997491,-0.37998790161946544,788,0.40609137055837563,-0.07981327613842237,0.9193700819359539,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_delay_5min/METRICS.json
BTCUSDT,STRESS_double_cost,-0.9794157054894629,-0.5400951970661163,-0.5323277578564694,793,0.3858764186633039,-0.0797697689258986,0.9797903079559307,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_double_cost/METRICS.json
BTCUSDT,STRESS_fee_only,-0.8996490613960558,-0.3686342071756291,-0.3602851617010979,785,0.40382165605095544,-0.07982169694898833,0.9024721206886058,,9.0,0.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_fee_only/METRICS.json
BTCUSDT,STRESS_zero_fee_slip,-0.6993645969113522,-0.2136862395584359,-0.20352678584175704,790,0.40632911392405063,-0.07980816714486694,0.7220585697937588,,8.0,1.0,False,fixed-before-evaluation,results/BTCUSDT/STRESS_zero_fee_slip/METRICS.json
ETHUSDT,ACTUAL_IV_ONLY,-0.02521310996532089,-0.005094852583652387,0.008281168431968045,508,0.328740157480315,-0.05791887329098766,0.3054580821533134,,6.0,1.0,False,causal_26week_training_13week_selection; exposed_research_calendar,results/ETHUSDT/ADAPTIVE/ACTUAL_IV_ONLY/METRICS.json
ETHUSDT,ACTUAL_IV_ONLY_250W,0.00771490343602621,0.0016052851692403003,,486,0.3292181069958848,-0.05792121186094856,0.30459983807847946,,6.0,,False,fixed-before-evaluation,results/ETHUSDT/ADAPTIVE/ACTUAL_IV_ONLY_250W/METRICS.json
ETHUSDT,ACTUAL_IV_ONLY_NO_FEES_NO_SLIP,0.719160609446877,0.11447098786595711,0.13815422913575862,507,0.33925049309664695,-0.058504214081067096,0.1955338153598396,,6.0,3.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ACTUAL_IV_ONLY_NO_FEES_NO_SLIP/METRICS.json
ETHUSDT,ACTUAL_IV_ONLY_RISK_0.5PCT,-0.003211480309108228,-0.0006431975627901876,0.0026616973162319813,508,0.328740157480315,-0.029317148932253567,0.16474146064920192,,6.0,1.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ACTUAL_IV_ONLY_RISK_0.5PCT/METRICS.json
ETHUSDT,ACTUAL_IV_ONLY_RISK_2PCT,-0.28113257818682136,-0.06389099288534705,-0.015744262978235724,508,0.328740157480315,-0.07972125624008808,0.5569754479290882,,6.0,1.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ACTUAL_IV_ONLY_RISK_2PCT/METRICS.json
ETHUSDT,ALL_SOURCES,-0.04877004235502258,-0.00995120742336908,-0.0012165596035367044,519,0.325626204238921,-0.05436334431277379,0.35790314144866675,,6.0,1.0,False,causal_26week_training_13week_selection; exposed_research_calendar,results/ETHUSDT/ADAPTIVE/ALL_SOURCES/METRICS.json
ETHUSDT,ALL_SOURCES_250W,-0.07891450936208766,-0.0170101336327364,,507,0.3214990138067061,-0.054361024960616455,0.3584369289573578,,6.0,,False,fixed-before-evaluation,results/ETHUSDT/ADAPTIVE/ALL_SOURCES_250W/METRICS.json
ETHUSDT,ALL_SOURCES_NO_FEES_NO_SLIP,0.7336202241292928,0.11633966119765482,0.13114744868743294,518,0.33204633204633205,-0.05780908518337757,0.2045978181596303,,6.0,4.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ALL_SOURCES_NO_FEES_NO_SLIP/METRICS.json
ETHUSDT,ALL_SOURCES_RISK_0.5PCT,-0.016666844027687366,-0.003356206231693082,-0.0011407989751625936,519,0.325626204238921,-0.027502316533564386,0.19674014713368204,,6.0,1.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ALL_SOURCES_RISK_0.5PCT/METRICS.json
ETHUSDT,ALL_SOURCES_RISK_2PCT,-0.15033130426143748,-0.032060357779679305,-0.004343208492013218,517,0.32688588007736946,-0.07996411585719176,0.5419937581771965,,6.0,2.0,False,fixed_sensitivity_not_reselected,results/ETHUSDT/ADAPTIVE/ALL_SOURCES_RISK_2PCT/METRICS.json
ETHUSDT,FINALIST_0633397d3e28d28a_risk0.005,-0.3647932134089742,-0.08677364003358068,-0.08339055180371449,849,0.3380447585394582,-0.034296648486369596,0.44931571998286035,,9.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_0633397d3e28d28a_risk0.005/METRICS.json
ETHUSDT,FINALIST_0633397d3e28d28a_risk0.01,-0.6097938710947532,-0.17158242354162345,-0.15913245596665582,849,0.3380447585394582,-0.06759052322389658,0.7049256447440235,,9.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_0633397d3e28d28a_risk0.01/METRICS.json
ETHUSDT,FINALIST_0633397d3e28d28a_risk0.02,-0.8366319240259958,-0.3039905673938953,-0.26061364415808885,849,0.3380447585394582,-0.0799199690271658,0.9054991762019842,,9.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_0633397d3e28d28a_risk0.02/METRICS.json
ETHUSDT,FINALIST_33889c10bea1e50a_risk0.01,-0.6284744935188518,-0.17967165422375675,-0.17366237264894474,877,0.34207525655644244,-0.07810699411185096,0.6553147911110888,,9.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_33889c10bea1e50a_risk0.01/METRICS.json
ETHUSDT,FINALIST_33889c10bea1e50a_risk0.02,-0.8469528893114529,-0.3130168992224168,-0.29612187121909106,876,0.3424657534246575,-0.07996062408257387,0.869806061784326,,9.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_33889c10bea1e50a_risk0.02/METRICS.json
ETHUSDT,FINALIST_3c7ab5d08e5b0149_risk0.005,-0.5922864208140907,-0.16427774721716548,-0.1614827509287669,1527,0.34053700065487885,-0.04325804540057043,0.6044526321889043,,7.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_3c7ab5d08e5b0149_risk0.005/METRICS.json
ETHUSDT,FINALIST_3c7ab5d08e5b0149_risk0.01,-0.8465313154039228,-0.312638807470084,-0.3032876337800151,1527,0.34053700065487885,-0.07907213113534106,0.8540122544583991,,7.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_3c7ab5d08e5b0149_risk0.01/METRICS.json
ETHUSDT,FINALIST_3c7ab5d08e5b0149_risk0.02,-0.9720094400202103,-0.5109354637994385,-0.4863738262842417,1518,0.33992094861660077,-0.07998787730471824,0.9738010893417501,,12.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_3c7ab5d08e5b0149_risk0.02/METRICS.json
ETHUSDT,FINALIST_6b73c69abc6d5edd_risk0.02,0.07910681423301402,0.015345051587500658,0.025281126815565803,420,0.39285714285714285,-0.06588647592137709,0.34723321668829876,,5.0,3.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_6b73c69abc6d5edd_risk0.02/METRICS.json
ETHUSDT,FINALIST_7dd57a320fc20890_risk0.02,-0.5164166742493662,-0.13525726979413677,-0.11900356417875471,673,0.362555720653789,-0.07867500275839812,0.6490062009204387,,8.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_7dd57a320fc20890_risk0.02/METRICS.json
ETHUSDT,FINALIST_8c9e7de1f641930f_risk0.01,-0.6870484685524081,-0.20734596726282106,-0.2042808653325033,882,0.3344671201814059,-0.07814534254438699,0.6958672400008734,,17.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_8c9e7de1f641930f_risk0.01/METRICS.json
ETHUSDT,FINALIST_8c9e7de1f641930f_risk0.02,-0.8995265087455976,-0.3684800545914084,-0.3612122430120198,881,0.3348467650397276,-0.07995743130760224,0.9050796375929524,,13.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_8c9e7de1f641930f_risk0.02/METRICS.json
ETHUSDT,FINALIST_d34cc87b1872f67b_risk0.005,-0.28794528172880096,-0.06567226470100263,-0.06221193472984787,685,0.3781021897810219,-0.029717898118868158,0.370428473948473,,11.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_d34cc87b1872f67b_risk0.005/METRICS.json
ETHUSDT,FINALIST_d34cc87b1872f67b_risk0.01,-0.5043666428995548,-0.13098952708350753,-0.11847143385007133,685,0.3781021897810219,-0.05901242406032592,0.6105697274031947,,11.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_d34cc87b1872f67b_risk0.01/METRICS.json
ETHUSDT,FINALIST_d34cc87b1872f67b_risk0.02,-0.7544386425573428,-0.2448768041507714,-0.2100111144029948,684,0.3786549707602339,-0.07995970004486685,0.8505737288090095,,11.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_d34cc87b1872f67b_risk0.02/METRICS.json
ETHUSDT,FINALIST_d4e5f382c104d14d_risk0.02,0.15375379610852824,0.02902061247411214,0.05414244478537884,816,0.3909313725490196,-0.07999122425163374,0.4606475825198685,,7.0,3.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_d4e5f382c104d14d_risk0.02/METRICS.json
ETHUSDT,FINALIST_e668c7565307cc9b_risk0.005,-0.27450076721810457,-0.06216994238729867,-0.0599040345056173,663,0.3755656108597285,-0.029641280956544058,0.310619559345626,,13.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_e668c7565307cc9b_risk0.005/METRICS.json
ETHUSDT,FINALIST_e668c7565307cc9b_risk0.01,-0.4889620035854634,-0.12565294288851203,-0.11709476042248176,663,0.3755656108597285,-0.058552481346641594,0.5373482511276941,,13.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_e668c7565307cc9b_risk0.01/METRICS.json
ETHUSDT,FINALIST_e668c7565307cc9b_risk0.02,-0.7774417795310435,-0.2595878448609136,-0.23271306273732942,662,0.37613293051359514,-0.07935216212112006,0.8091735836178433,,13.0,1.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_e668c7565307cc9b_risk0.02/METRICS.json
ETHUSDT,FINALIST_fe245dc4231328fb_risk0.02,-0.9664470820350841,-0.492878824447473,-0.4748321533449385,1613,0.34221946683199006,-0.07997164548689861,0.9696041951411597,,8.0,0.0,False,fixed-before-evaluation,results/ETHUSDT/FINALIST_fe245dc4231328fb_risk0.02/METRICS.json
ETHUSDT,THRESHOLD_0.0,-0.25552072543480964,-0.05731295281361071,-0.05232678886017481,604,0.45695364238410596,-0.06968437856575038,0.4207708461715348,,6.0,1.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/ETHUSDT/META/THRESHOLD_0.0/METRICS.json
ETHUSDT,THRESHOLD_0.15,0.07474745209582068,0.014523271521738046,0.01683764282536,344,0.48255813953488375,-0.05158457693986829,0.1505001007794402,,5.0,2.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/ETHUSDT/META/THRESHOLD_0.15/METRICS.json
ETHUSDT,THRESHOLD_0.35,-0.07949941350117784,-0.016432937881896925,-0.015894293173653894,118,0.4406779661016949,-0.048577696652682856,0.14830716667326704,,2.0,2.0,False,fixed_threshold_diagnostic; no performance-selected primary,results/ETHUSDT/META/THRESHOLD_0.35/METRICS.json
ETHUSDT,PRIMARY_250W,-0.0803420087536415,-0.017328285701244894,,438,0.3858447488584475,-0.07998758363503022,0.38839164157294026,,5.0,,False,fixed-before-evaluation,results/ETHUSDT/PRIMARY_250W/METRICS.json
ETHUSDT,PRIMARY_454a286d7aafac09_risk0.02,-0.018895792475581374,-0.0038084930788635507,0.013732879583231706,450,0.3888888888888889,-0.07998986838480981,0.38890380317880957,,5.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/PRIMARY_454a286d7aafac09_risk0.02/METRICS.json
ETHUSDT,STRESS_100k,0.25227144319959205,0.04602477127831461,0.059268825188437325,451,0.38802660753880264,-0.0799977113018907,0.34057949304551416,,5.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_100k/METRICS.json
ETHUSDT,STRESS_delay_2min,0.035752017191790886,0.007051110340393629,0.02900354493636752,449,0.38530066815144765,-0.07998893319775569,0.38235252146343457,,5.0,3.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_delay_2min/METRICS.json
ETHUSDT,STRESS_delay_5min,-0.23724136351269942,-0.05272802411898281,-0.040757539108426034,447,0.38031319910514544,-0.07998863542994228,0.38508733844146004,,5.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_delay_5min/METRICS.json
ETHUSDT,STRESS_double_cost,-0.518622784344614,-0.1360477977741983,-0.11895999150571164,454,0.381057268722467,-0.07998174121188084,0.6118986498917978,,5.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_double_cost/METRICS.json
ETHUSDT,STRESS_fee_only,0.16114594413819816,0.030335994724113968,0.04814107610049736,448,0.39285714285714285,-0.07997567497867786,0.36680858262062266,,5.0,2.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_fee_only/METRICS.json
ETHUSDT,STRESS_zero_fee_slip,1.131557614321605,0.16344823621144222,0.18328340221487588,449,0.39420935412026725,-0.07999346470017565,0.3253469024097422,,5.0,4.0,False,fixed-before-evaluation,results/ETHUSDT/STRESS_zero_fee_slip/METRICS.json
QQQ,COST_DOUBLE,-0.24086686032978966,-0.053630348873620615,-0.05316755527385928,168,0.375,,,0.2492731823905725,,0.0,False,sensitivity_not_new_validated_strategy,results/QQQ/COST_DOUBLE/METRICS.json
QQQ,FINALIST_132b1f1060ea2bd0,-0.09251185711612009,-0.01922991524974893,-0.019116669412518817,168,0.40476190476190477,,,0.10100397511965964,,0.0,False,fixed_finalist_diagnostic,results/QQQ/FINALIST_132b1f1060ea2bd0/METRICS.json
QQQ,FINALIST_4fada86dd3ff26d9,-0.09257455203077802,-0.019243468738569747,-0.01913028969258681,168,0.40476190476190477,,,0.10099854362813054,,0.0,False,fixed_finalist_diagnostic,results/QQQ/FINALIST_4fada86dd3ff26d9/METRICS.json
QQQ,FINALIST_b4fc866d358d669a,-0.18354713935635403,-0.03975031535567208,-0.03941708950018348,165,0.41818181818181815,,,0.21033625733924877,,0.0,False,fixed_finalist_diagnostic,results/QQQ/FINALIST_b4fc866d358d669a/METRICS.json
QQQ,FINALIST_ea16ef46e7eef5bd,-0.18343090524776517,-0.03972297258928692,-0.03938873533173008,165,0.41818181818181815,,,0.21033264875734492,,0.0,False,fixed_finalist_diagnostic,results/QQQ/FINALIST_ea16ef46e7eef5bd/METRICS.json
QQQ,FINALIST_f0341ffcd4ad52a3,-0.1791437532860466,-0.03871663685490312,-0.038274287898985834,168,0.40476190476190477,,,0.19404823935869697,,0.0,False,fixed_finalist_diagnostic,results/QQQ/FINALIST_f0341ffcd4ad52a3/METRICS.json
QQQ,NO_COST,-0.1070777428958486,-0.02239911767219449,-0.021963277471427945,168,0.44642857142857145,,,0.13880086882273246,,1.0,False,sensitivity_not_new_validated_strategy,results/QQQ/NO_COST/METRICS.json
QQQ,PRIMARY_e5d724807b6ed7cc,-0.17900609001655843,-0.03868439249195199,-0.03824190191821468,168,0.40476190476190477,,,0.19403401584804192,,0.0,False,validation_selected,results/QQQ/PRIMARY_e5d724807b6ed7cc/METRICS.json
