trade_id,entry_index,exit_index,side,quantity,entry_price,exit_price,entry_fee,exit_fee,funding_paid,gross_pnl,net_pnl,balance_after,reason_code,equity_before,entry_leverage,exit_epoch_upper_bound,signal_available_utc,entry_utc_simulated,exit_bar_open_utc,exit_utc_upper_bound,initial_stop,initial_target,forecast_expires_utc,planned_price_RR,realized_net_R,exit_reason,intrabar_precision
276,2292735.0,2293420.0,-1.0,4390.0,0.4868,0.4718,1.068526,1.035601,-0.21331368224,65.85000000000007,63.95918668224006,7504.592376672534,2.0,7440.633189990293,0.2872137283793166,1718120460.0,2024-06-11 04:15:00+00:00,2024-06-11 04:15:00+00:00,2024-06-11 15:40:00+00:00,2024-06-11 15:41:00+00:00,0.49083998038210647,0.4716400784715741,2024-06-12 00:00:00+00:00,3.752474045559972,3.606277614745136,target,minute interval; not exact exchange fill
277,2296325.0,2296382.0,-1.0,6847.0,0.4798,0.48460000000000003,1.6425953,1.6590281,0.0,-32.86560000000018,-36.16722340000018,7468.425153272534,1.0,7504.592376672534,0.43775736710387764,1718298180.0,2024-06-13 16:05:00+00:00,2024-06-13 16:05:00+00:00,2024-06-13 17:02:00+00:00,2024-06-13 17:03:00+00:00,0.48440794093514955,0.46186823625940177,2024-06-14 00:00:00+00:00,3.8914916647073476,-1.1463254573658284,stop,minute interval; not exact exchange fill
278,2296605.0,2296800.0,-1.0,5812.0,0.4792,0.47700000000000004,1.3925552,1.3861620000000001,-0.27714429008,12.786399999999883,10.284827090079883,7478.709980362614,4.0,7468.425153272534,0.37291803062116957,1718323200.0,2024-06-13 20:45:00+00:00,2024-06-13 20:45:00+00:00,2024-06-14 00:00:00+00:00,2024-06-14 00:00:00+00:00,0.48440794093514955,0.45936823625940176,2024-06-14 00:00:00+00:00,3.8079855335434645,0.33978588890220773,timeout,minute interval; not exact exchange fill
279,2297770.0,2297853.0,-1.0,5651.0,0.46390000000000003,0.4698,1.31074945,1.3274199000000002,0.0,-33.34089999999978,-35.97906934999978,7442.730911012614,1.0,7478.709980362614,0.3505282203593211,1718386440.0,2024-06-14 16:10:00+00:00,2024-06-14 16:10:00+00:00,2024-06-14 17:33:00+00:00,2024-06-14 17:34:00+00:00,0.46966719574088167,0.4408312170364732,2024-06-15 00:00:00+00:00,4.000000000000048,-1.1039767481564022,stop,minute interval; not exact exchange fill
280,2297905.0,2297969.0,-1.0,6288.0,0.4646,0.4698,1.4607024000000002,1.4770512,0.0,-32.69759999999989,-35.63535359999989,7407.095557412615,1.0,7442.730911012614,0.39251785869046435,1718393400.0,2024-06-14 18:25:00+00:00,2024-06-14 18:25:00+00:00,2024-06-14 19:29:00+00:00,2024-06-14 19:30:00+00:00,0.46966719574088167,0.44533121703647327,2024-06-15 00:00:00+00:00,3.8026521865078187,-1.1184095286230107,stop,minute interval; not exact exchange fill
281,2302665.0,2303004.0,-1.0,2009.0,0.4781,0.4958,0.48025145,0.49803110000000006,0.0,-35.559299999999986,-36.53758254999998,7370.557974862615,1.0,7407.095557412615,0.12967335071555564,1718695500.0,2024-06-18 01:45:00+00:00,2024-06-18 01:45:00+00:00,2024-06-18 07:24:00+00:00,2024-06-18 07:25:00+00:00,0.49566325641425896,0.40834697434296424,2024-06-19 00:00:00+00:00,3.971531475245444,-1.0355112725698583,stop,minute interval; not exact exchange fill
282,2303345.0,2304000.0,-1.0,5228.0,0.48950000000000005,0.4908,1.2795530000000002,1.2829512,-0.17819398192424207,-6.7963999999998315,-9.180710218075589,7361.3772646445395,4.0,7370.557974862615,0.3472065491822824,1718755200.0,2024-06-18 13:05:00+00:00,2024-06-18 13:05:00+00:00,2024-06-19 00:00:00+00:00,2024-06-19 00:00:00+00:00,0.49566325641425896,0.4648469743429641,2024-06-19 00:00:00+00:00,4.000000000000045,-0.2849249391337586,timeout,minute interval; not exact exchange fill
283,2312430.0,2312474.0,-1.0,4651.0,0.46390000000000003,0.4711,1.07879945,1.09554305,0.0,-33.48719999999992,-35.661542499999925,7325.7157221445395,1.0,7361.3772646445395,0.2930971776657319,1719263700.0,2024-06-24 20:30:00+00:00,2024-06-24 20:30:00+00:00,2024-06-24 21:14:00+00:00,2024-06-24 21:15:00+00:00,0.4709640223447491,0.4361439106210037,2024-06-25 00:00:00+00:00,3.9292187969405825,-1.0854297489162819,stop,minute interval; not exact exchange fill
284,2324940.0,2325600.0,-1.0,7405.0,0.4747,0.467,1.75757675,1.7290675000000002,-0.448378506457432,57.01849999999989,53.98023425645732,7379.695956400996,4.0,7325.7157221445395,0.4798375521690281,1720051200.0,2024-07-03 13:00:00+00:00,2024-07-03 13:00:00+00:00,2024-07-04 00:00:00+00:00,2024-07-04 00:00:00+00:00,0.47878161700497585,0.4588735319800966,2024-07-04 00:00:00+00:00,3.8774995303600504,1.7859835375263347,timeout,minute interval; not exact exchange fill
285,2325720.0,2325837.0,-1.0,5655.0,0.4544,0.4602,1.284816,1.3012155,0.0,-32.79899999999984,-35.38503149999984,7344.310924900996,1.0,7379.695956400996,0.34820296326316186,1720065480.0,2024-07-04 02:00:00+00:00,2024-07-04 02:00:00+00:00,2024-07-04 03:57:00+00:00,2024-07-04 03:58:00+00:00,0.4600881054727885,0.4321475781088461,2024-07-05 00:00:00+00:00,3.9120972699272345,-1.1000675057687463,stop,minute interval; not exact exchange fill
286,2325995.0,2327017.0,-1.0,6413.0,0.45520000000000005,0.4363,1.4595988000000002,1.39899595,-0.46033117536408197,121.20570000000018,118.80743642536426,7463.118361326359,2.0,7344.310924900996,0.3974773984721177,1720136280.0,2024-07-04 06:35:00+00:00,2024-07-04 06:35:00+00:00,2024-07-04 23:37:00+00:00,2024-07-04 23:38:00+00:00,0.4600881054727885,0.4361475781088459,2024-07-05 00:00:00+00:00,3.8977108814891346,3.7900227489456633,target,minute interval; not exact exchange fill
287,2327180.0,2327219.0,-1.0,5542.0,0.4177,0.395,1.1574467,1.094545,0.0,125.80339999999998,123.55140829999999,7586.669769626359,2.0,7463.118361326359,0.31017776858473844,1720148400.0,2024-07-05 02:20:00+00:00,2024-07-05 02:20:00+00:00,2024-07-05 02:59:00+00:00,2024-07-05 03:00:00+00:00,0.42364797646313823,0.39490809414744704,2024-07-06 00:00:00+00:00,3.831875595642105,3.748106627213792,target,minute interval; not exact exchange fill
288,2327870.0,2327962.0,-1.0,6184.0,0.4183,0.4238,1.2933836,1.3103896,0.0,-34.01200000000003,-36.61577320000003,7550.053996426359,1.0,7586.669769626359,0.3409621452559148,1720192980.0,2024-07-05 13:50:00+00:00,2024-07-05 13:50:00+00:00,2024-07-05 15:22:00+00:00,2024-07-05 15:23:00+00:00,0.42364797646313823,0.3969080941474471,2024-07-06 00:00:00+00:00,4.0,-1.1071570790955754,stop,minute interval; not exact exchange fill
289,2330685.0,2331360.0,-1.0,5357.0,0.4323,0.41950000000000004,1.15791555,1.12363075,0.019694214001954806,68.56959999999988,66.26835948599792,7616.322355912356,4.0,7550.053996426359,0.3067304023383335,1720396800.0,2024-07-07 12:45:00+00:00,2024-07-07 12:45:00+00:00,2024-07-08 00:00:00+00:00,2024-07-08 00:00:00+00:00,0.43854047810872604,0.40733808756509593,2024-07-08 00:00:00+00:00,4.0,1.982287804420961,timeout,minute interval; not exact exchange fill
290,2343100.0,2343203.0,1.0,2386.0,0.5657,0.5506,0.6748801,0.6568657999999999,0.0,-36.028600000000004,-37.360345900000006,7578.962010012356,1.0,7616.322355912356,0.1772194160022935,1721107440.0,2024-07-16 03:40:00+00:00,2024-07-16 03:40:00+00:00,2024-07-16 05:23:00+00:00,2024-07-16 05:24:00+00:00,0.5507355435737287,0.6240578257050854,2024-07-17 00:00:00+00:00,3.899762480021228,-1.0463560823038556,stop,minute interval; not exact exchange fill
291,2343730.0,2344320.0,1.0,2837.0,0.5631,0.5788,0.7987573500000001,0.8210278,0.330078739807,44.540899999999816,42.59103611019281,7621.553046122547,4.0,7578.962010012356,0.21078278237700201,1721174400.0,2024-07-16 14:10:00+00:00,2024-07-16 14:10:00+00:00,2024-07-17 00:00:00+00:00,2024-07-17 00:00:00+00:00,0.5507355435737287,0.612057825705085,2024-07-17 00:00:00+00:00,3.9595615057578977,1.2141821420553272,timeout,minute interval; not exact exchange fill
292,2344715.0,2345288.0,1.0,2641.0,0.609,0.5955,0.8041845,0.7863577500000001,0.20317739615030264,-35.65349999999989,-37.44721964615019,7584.105826476398,1.0,7621.553046122547,0.2110290370304849,1721232540.0,2024-07-17 06:35:00+00:00,2024-07-17 06:35:00+00:00,2024-07-17 16:08:00+00:00,2024-07-17 16:09:00+00:00,0.5956248111108541,0.6615007555565837,2024-07-18 00:00:00+00:00,3.9252347007367203,-1.0601107850899287,stop,minute interval; not exact exchange fill
293,2345335.0,2345760.0,1.0,2540.0,0.6095,0.6254000000000001,0.7740650000000001,0.794258,0.15895320000000002,40.38600000000007,38.65872380000007,7622.764550276399,4.0,7584.105826476398,0.2041282170134573,1721260800.0,2024-07-17 16:55:00+00:00,2024-07-17 16:55:00+00:00,2024-07-18 00:00:00+00:00,2024-07-18 00:00:00+00:00,0.5956248111108541,0.6640007555565834,2024-07-18 00:00:00+00:00,3.927928909077216,1.096919841711563,timeout,minute interval; not exact exchange fill
294,2363690.0,2363879.0,1.0,2292.0,0.633,0.6173000000000001,0.725418,0.7074258000000001,0.0,-35.98439999999985,-37.41724379999985,7585.347306476399,1.0,7622.764550276399,0.19032937334361102,1722348000.0,2024-07-30 10:50:00+00:00,2024-07-30 10:50:00+00:00,2024-07-30 13:59:00+00:00,2024-07-30 14:00:00+00:00,0.6174623927315445,0.6941504290738223,2024-07-31 00:00:00+00:00,3.9356400259884228,-1.050686229735209,stop,minute interval; not exact exchange fill
295,2364040.0,2364480.0,1.0,2412.0,0.6321,0.6272,0.7623126,0.7564031999999999,0.15130475999999998,-11.818800000000037,-13.488820560000036,7571.858485916399,4.0,7585.347306476399,0.20099609660565826,1722384000.0,2024-07-30 16:40:00+00:00,2024-07-30 16:40:00+00:00,2024-07-31 00:00:00+00:00,2024-07-31 00:00:00+00:00,0.6174623927315445,0.6896504290738222,2024-07-31 00:00:00+00:00,3.9316828234519643,-0.382055611783748,timeout,minute interval; not exact exchange fill
296,2371750.0,2373120.0,-1.0,1340.0,0.4776,0.4888,0.319992,0.327496,0.03948104303728799,-15.007999999999983,-15.69496904303727,7556.163516873362,4.0,7571.858485916399,0.0845213894568111,1722902400.0,2024-08-05 01:10:00+00:00,2024-08-05 01:10:00+00:00,2024-08-06 00:00:00+00:00,2024-08-06 00:00:00+00:00,0.5049777998406775,0.3680888006372902,2024-08-06 00:00:00+00:00,4.0,-0.42781609673216753,timeout,minute interval; not exact exchange fill
297,2377150.0,2377198.0,1.0,1946.0,0.639,0.6205,0.6217469999999999,0.6037465000000001,0.0,-36.00099999999993,-37.226493499999926,7518.937023373362,1.0,7556.163516873362,0.1645668462869026,1723147140.0,2024-08-08 19:10:00+00:00,2024-08-08 19:10:00+00:00,2024-08-08 19:58:00+00:00,2024-08-08 19:59:00+00:00,0.6206865739141532,0.7107537043433876,2024-08-09 00:00:00+00:00,3.9180928793460947,-1.0445751608861429,stop,minute interval; not exact exchange fill
298,2392895.0,2393280.0,1.0,2253.0,0.5982000000000001,0.5979,0.6738723000000001,0.6735343500000001,0.10935119119499999,-0.6759000000001757,-2.1326578411951758,7516.804365532166,4.0,7518.937023373362,0.17924669349010405,1724112000.0,2024-08-19 17:35:00+00:00,2024-08-19 17:35:00+00:00,2024-08-20 00:00:00+00:00,2024-08-20 00:00:00+00:00,0.5825514080882266,0.6602943676470935,2024-08-20 00:00:00+00:00,3.9680482433934317,-0.060490159136164734,timeout,minute interval; not exact exchange fill
299,2414945.0,2414971.0,-1.0,2566.0,0.5337000000000001,0.5476,0.6847371000000001,0.7025707999999999,0.0,-35.66739999999977,-37.05470789999977,7479.749657632166,1.0,7516.804365532166,0.18218835204487135,1725413520.0,2024-09-04 01:05:00+00:00,2024-09-04 01:05:00+00:00,2024-09-04 01:31:00+00:00,2024-09-04 01:32:00+00:00,0.5473954926450422,0.4799180294198315,2024-09-05 00:00:00+00:00,3.926983276475133,-1.054408948569481,stop,minute interval; not exact exchange fill
300,2417335.0,2417760.0,-1.0,4145.0,0.5401,0.5442,1.11935725,1.1278545000000002,-0.021765041497820006,-16.99449999999997,-19.219946708502153,7460.529710923664,4.0,7479.749657632166,0.29930339950825313,1725580800.0,2024-09-05 16:55:00+00:00,2024-09-05 16:55:00+00:00,2024-09-06 00:00:00+00:00,2024-09-06 00:00:00+00:00,0.5481649324883809,0.5093402700464762,2024-09-06 00:00:00+00:00,3.814009602416279,-0.5749458029517713,timeout,minute interval; not exact exchange fill
301,2418680.0,2419200.0,-1.0,2816.0,0.522,0.5209,0.734976,0.7334272000000001,0.1843046411323392,3.0975999999999715,1.4448921588676322,7461.974603082533,4.0,7460.529710923664,0.19703051351001322,1725667200.0,2024-09-06 15:20:00+00:00,2024-09-06 15:20:00+00:00,2024-09-07 00:00:00+00:00,2024-09-07 00:00:00+00:00,0.534313502404851,0.474245990380596,2024-09-07 00:00:00+00:00,3.878182506432215,0.041669777762552054,timeout,minute interval; not exact exchange fill
302,2425795.0,2425903.0,-1.0,5202.0,0.5267000000000001,0.5331,1.3699467000000003,1.3865931,0.0,-33.2927999999998,-36.0493397999998,7425.925263282533,1.0,7461.974603082533,0.3671807458133339,1726069440.0,2024-09-11 13:55:00+00:00,2024-09-11 13:55:00+00:00,2024-09-11 15:43:00+00:00,2024-09-11 15:44:00+00:00,0.5329335243700037,0.5027659025199852,2024-09-12 00:00:00+00:00,3.8395771090890434,-1.1117145917239535,stop,minute interval; not exact exchange fill
303,2429965.0,2429969.0,1.0,3295.0,0.5899,0.5795,0.97186025,0.9547262500000001,0.0,-34.26799999999989,-36.194586499999886,7389.730676782533,1.0,7425.925263282533,0.2617479211123657,1726313400.0,2024-09-14 11:25:00+00:00,2024-09-14 11:25:00+00:00,2024-09-14 11:29:00+00:00,2024-09-14 11:30:00+00:00,0.5796596850063139,0.6303612599747442,2024-09-15 00:00:00+00:00,3.9511733769607447,-1.0726916121987349,stop,minute interval; not exact exchange fill
304,2430025.0,2430720.0,1.0,3497.0,0.5892000000000001,0.5951000000000001,1.0302162000000001,1.04053235,0.24331341273200002,20.632300000000058,18.318238037268056,7408.048914819802,4.0,7389.730676782533,0.2788237474572086,1726358400.0,2024-09-14 12:25:00+00:00,2024-09-14 12:25:00+00:00,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,0.5796596850063139,0.6263612599747441,2024-09-15 00:00:00+00:00,3.895181657978562,0.5490670116727545,timeout,minute interval; not exact exchange fill
305,2433350.0,2433428.0,1.0,3656.0,0.5876,0.5783,1.0741328,1.0571324,0.0,-34.000799999999906,-36.13206519999991,7371.916849619802,1.0,7408.048914819802,0.28999074178659845,1726520940.0,2024-09-16 19:50:00+00:00,2024-09-16 19:50:00+00:00,2024-09-16 21:08:00+00:00,2024-09-16 21:09:00+00:00,0.5784938942619482,0.6230244229522074,2024-09-17 00:00:00+00:00,3.890183572564815,-1.085310261520679,stop,minute interval; not exact exchange fill
306,2433585.0,2433600.0,1.0,3382.0,0.5865,0.5859,0.9917715,0.9907568999999999,0.128586792024,-2.029200000000152,-4.140315192024151,7367.776534427777,4.0,7371.916849619802,0.2690674678597737,1726531200.0,2024-09-16 23:45:00+00:00,2024-09-16 23:45:00+00:00,2024-09-17 00:00:00+00:00,2024-09-17 00:00:00+00:00,0.5784938942619482,0.6175244229522074,2024-09-17 00:00:00+00:00,3.8750953294000303,-0.15291091225307019,timeout,minute interval; not exact exchange fill
307,2440380.0,2440800.0,1.0,2636.0,0.6046,0.5972000000000001,0.7968628,0.7871096000000001,0.15748845000400002,-19.5063999999999,-21.2478608500039,7346.528673577773,4.0,7367.776534427777,0.2163102521572036,1726963200.0,2024-09-21 17:00:00+00:00,2024-09-21 17:00:00+00:00,2024-09-22 00:00:00+00:00,2024-09-22 00:00:00+00:00,0.5916720984161238,0.6553116063355051,2024-09-22 00:00:00+00:00,3.9226479259985165,-0.6235076270268987,timeout,minute interval; not exact exchange fill
308,2447595.0,2447811.0,1.0,4293.0,0.5961000000000001,0.5884,1.2795286500000003,1.2630006,0.0,-33.05610000000017,-35.59862925000017,7310.9300443277725,1.0,7346.528673577773,0.3483355763932158,1727383920.0,2024-09-26 17:15:00+00:00,2024-09-26 17:15:00+00:00,2024-09-26 20:51:00+00:00,2024-09-26 20:52:00+00:00,0.5885792450888001,0.6251830196447995,2024-09-27 00:00:00+00:00,3.8670346246077987,-1.1025821340954958,stop,minute interval; not exact exchange fill
309,2449905.0,2450880.0,1.0,2555.0,0.607,0.6135,0.7754425,0.7837462500000001,0.46989442671500004,16.607500000000158,14.578416823285158,7325.508461151057,4.0,7310.9300443277725,0.2121323813244887,1727568000.0,2024-09-28 07:45:00+00:00,2024-09-28 07:45:00+00:00,2024-09-29 00:00:00+00:00,2024-09-29 00:00:00+00:00,0.593746204800666,0.6590151807973361,2024-09-29 00:00:00+00:00,3.9245499130656447,0.43050599478757423,timeout,minute interval; not exact exchange fill
310,2451275.0,2451820.0,1.0,4084.0,0.6276,0.658,1.2815592000000002,1.343636,0.256618503476,124.15359999999993,121.27178629652391,7446.780247447582,2.0,7325.508461151057,0.34988948734314307,1727624460.0,2024-09-29 06:35:00+00:00,2024-09-29 06:35:00+00:00,2024-09-29 15:40:00+00:00,2024-09-29 15:41:00+00:00,0.6197108888099451,0.6581564447602195,2024-09-30 00:00:00+00:00,3.8732430085075937,3.763968360394354,target,minute interval; not exact exchange fill
311,2454215.0,2454577.0,1.0,3567.0,0.6281,0.6186,1.12021635,1.1032731000000002,0.224046380424,-33.886499999999835,-36.334035830423836,7410.446211617158,1.0,7446.780247447582,0.3008592472925354,1727789880.0,2024-10-01 07:35:00+00:00,2024-10-01 07:35:00+00:00,2024-10-01 13:37:00+00:00,2024-10-01 13:38:00+00:00,0.6187410537425827,0.6645357850296693,2024-10-02 00:00:00+00:00,3.8931503641013694,-1.0883875803781937,stop,minute interval; not exact exchange fill
312,2457130.0,2457491.0,-1.0,2899.0,0.5141,0.5261,0.74518795,0.7625819500000001,0.0,-34.78800000000003,-36.29576990000003,7374.150441717157,1.0,7410.446211617158,0.20111824004114323,1727964720.0,2024-10-03 08:10:00+00:00,2024-10-03 08:10:00+00:00,2024-10-03 14:11:00+00:00,2024-10-03 14:12:00+00:00,0.5259570732128037,0.46767170714878503,2024-10-04 00:00:00+00:00,3.9156621552340547,-1.055918250254231,stop,minute interval; not exact exchange fill
313,2457560.0,2457788.0,-1.0,3212.0,0.5154,0.5261,0.8277324,0.8449166,-0.032084007898025596,-34.368400000000136,-36.00896499210211,7338.141476725055,1.0,7374.150441717157,0.22449566402045162,1727982540.0,2024-10-03 15:20:00+00:00,2024-10-03 15:20:00+00:00,2024-10-03 19:08:00+00:00,2024-10-03 19:09:00+00:00,0.5259570732128037,0.47417170714878487,2024-10-04 00:00:00+00:00,3.90527677701552,-1.061919433495516,stop,minute interval; not exact exchange fill
314,2485980.0,2486304.0,-1.0,5191.0,0.5238,0.5289,1.3595229000000002,1.37275995,0.0,-26.474099999999964,-29.206382849999965,7308.935093875055,1.0,7338.141476725055,0.37053602858764795,1729693500.0,2024-10-23 09:00:00+00:00,2024-10-23 09:00:00+00:00,2024-10-23 14:24:00+00:00,2024-10-23 14:25:00+00:00,0.5287800704378479,0.5048797182486084,2024-10-24 00:00:00+00:00,3.799199627298437,-1.1297731769495631,stop,minute interval; not exact exchange fill
315,2486365.0,2486880.0,-1.0,5611.0,0.5232,0.5258,1.4678376000000002,1.4751319,-0.5889378543,-14.588600000000262,-16.942631645700263,7291.992462229354,4.0,7308.935093875055,0.40165566697399174,1729728000.0,2024-10-23 15:25:00+00:00,2024-10-23 15:25:00+00:00,2024-10-24 00:00:00+00:00,2024-10-24 00:00:00+00:00,0.5287800704378479,0.5018797182486082,2024-10-24 00:00:00+00:00,3.8207907926722227,-0.5411291369226159,timeout,minute interval; not exact exchange fill
316,2488720.0,2489031.0,-1.0,6921.0,0.5236000000000001,0.5281,1.8119178000000002,1.8274900500000002,-0.36252198,-31.144499999999642,-34.421385869999646,7257.571076359354,1.0,7291.992462229354,0.4969609635186181,1729857120.0,2024-10-25 06:40:00+00:00,2024-10-25 06:40:00+00:00,2024-10-25 11:51:00+00:00,2024-10-25 11:52:00+00:00,0.5279349195075979,0.5072603219696088,2024-10-26 00:00:00+00:00,3.769315209141209,-1.1473038867925864,stop,minute interval; not exact exchange fill
317,2489105.0,2489410.0,-1.0,5816.0,0.5242,0.5104000000000001,1.5243735999999999,1.4842432,-0.30371934833600006,80.26079999999955,77.55590254833555,7335.12697890769,2.0,7257.571076359354,0.4200781732515055,1729879860.0,2024-10-25 13:05:00+00:00,2024-10-25 13:05:00+00:00,2024-10-25 18:10:00+00:00,2024-10-25 18:11:00+00:00,0.5279349195075979,0.5102603219696085,2024-10-26 00:00:00+00:00,3.732256612768866,3.570337009639168,target,minute interval; not exact exchange fill
318,2497805.0,2498400.0,-1.0,3877.0,0.5087,0.5097,0.9861149500000002,0.9880534500000001,-0.395560815227,-3.8770000000000033,-5.455607584773003,7329.671371322916,4.0,7335.12697890769,0.26887467738066273,1730419200.0,2024-10-31 14:05:00+00:00,2024-10-31 14:05:00+00:00,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.5172461081456494,0.47601556741740236,2024-11-01 00:00:00+00:00,3.82448150966081,-0.16465652259693894,timeout,minute interval; not exact exchange fill
319,2502080.0,2502544.0,-1.0,4925.0,0.49910000000000004,0.5045000000000001,1.2290337500000001,1.24233125,-0.120330422025,-26.595000000000077,-28.946034577975077,7300.725336744941,1.0,7329.671371322916,0.335358486823448,1730667900.0,2024-11-03 13:20:00+00:00,2024-11-03 13:20:00+00:00,2024-11-03 21:04:00+00:00,2024-11-03 21:05:00+00:00,0.5043418094832829,0.4781327620668684,2024-11-04 00:00:00+00:00,4.000000000000053,-1.121247814470192,stop,minute interval; not exact exchange fill
320,2507225.0,2507664.0,1.0,4883.0,0.5549000000000001,0.5482,1.35478835,1.3384303,0.27142780035700004,-32.71610000000019,-35.68074645035719,7265.044590294585,1.0,7300.725336744941,0.37113801369331834,1730975100.0,2024-11-07 03:05:00+00:00,2024-11-07 03:05:00+00:00,2024-11-07 10:24:00+00:00,2024-11-07 10:25:00+00:00,0.5484023649882417,0.5798905400470331,2024-11-08 00:00:00+00:00,3.846097849726738,-1.1245839856773672,stop,minute interval; not exact exchange fill
321,2508180.0,2508480.0,1.0,4498.0,0.5555,0.5557,1.2493195000000001,1.2497692999999999,0.24999883999999997,0.8995999999999009,-1.849487640000099,7263.195102654585,4.0,7265.044590294585,0.34392617539305215,1731024000.0,2024-11-07 19:00:00+00:00,2024-11-07 19:00:00+00:00,2024-11-08 00:00:00+00:00,2024-11-08 00:00:00+00:00,0.5484023649882417,0.5823905400470334,2024-11-08 00:00:00+00:00,3.7886619983255185,-0.05793197301901832,timeout,minute interval; not exact exchange fill
322,2511530.0,2512116.0,1.0,4720.0,0.5730000000000001,0.5991000000000001,1.3522800000000001,1.4138760000000001,0.66918310704,123.19200000000006,119.75666089296007,7382.951763547545,2.0,7263.195102654585,0.37236504895917305,1731242220.0,2024-11-10 02:50:00+00:00,2024-11-10 02:50:00+00:00,2024-11-10 12:36:00+00:00,2024-11-10 12:37:00+00:00,0.5663094742185438,0.5992621031258245,2024-11-11 00:00:00+00:00,3.925267457845193,3.7922541137682604,target,minute interval; not exact exchange fill
323,2512640.0,2512800.0,1.0,2278.0,0.5815,0.5886,0.6623285,0.6704154,0.17783855112982702,16.17379999999999,14.663217548870163,7397.614981096415,4.0,7382.951763547545,0.17942105575446637,1731283200.0,2024-11-10 21:20:00+00:00,2024-11-10 21:20:00+00:00,2024-11-11 00:00:00+00:00,2024-11-11 00:00:00+00:00,0.5663094742185438,0.6412621031258249,2024-11-11 00:00:00+00:00,3.934169493907799,0.42374320991320197,timeout,minute interval; not exact exchange fill
324,2514005.0,2514240.0,1.0,3211.0,0.6073000000000001,0.6215,0.9750201500000001,0.99781825,1.0381670815861022,45.59619999999997,42.585194518413864,7440.200175614829,4.0,7397.614981096415,0.26360391896348473,1731369600.0,2024-11-11 20:05:00+00:00,2024-11-11 20:05:00+00:00,2024-11-12 00:00:00+00:00,2024-11-12 00:00:00+00:00,0.5968336890709008,0.6486652437163964,2024-11-12 00:00:00+00:00,3.9522276756932224,1.2671402822789446,timeout,minute interval; not exact exchange fill
325,2514750.0,2514776.0,1.0,2943.0,0.6423,0.6873,0.94514445,1.01136195,0.0,132.43500000000012,130.47849360000012,7570.678669214829,2.0,7440.200175614829,0.25406425302848706,1731401820.0,2024-11-12 08:30:00+00:00,2024-11-12 08:30:00+00:00,2024-11-12 08:56:00+00:00,2024-11-12 08:57:00+00:00,0.6307616187553067,0.6874535249787733,2024-11-13 00:00:00+00:00,3.9133327302337313,3.8424107385419015,target,minute interval; not exact exchange fill
326,2514920.0,2515069.0,1.0,2516.0,0.6447,0.6306,0.8110326000000001,0.7932948000000001,0.0,-35.4756,-37.079927399999995,7533.598741814829,1.0,7570.678669214829,0.21425624714411873,1731419400.0,2024-11-12 11:20:00+00:00,2024-11-12 11:20:00+00:00,2024-11-12 13:49:00+00:00,2024-11-12 13:50:00+00:00,0.6307616187553067,0.6999535249787731,2024-11-13 00:00:00+00:00,3.9641278286751653,-1.0573430114498352,stop,minute interval; not exact exchange fill
327,2515700.0,2515709.0,1.0,2389.0,0.7342000000000001,0.7195,0.8770019000000001,0.85944275,0.0,-35.11830000000011,-36.854744650000114,7496.743997164828,1.0,7533.598741814829,0.23282416015396437,1731457800.0,2024-11-13 00:20:00+00:00,2024-11-13 00:20:00+00:00,2024-11-13 00:29:00+00:00,2024-11-13 00:30:00+00:00,0.7196630897801305,0.790847640879478,2024-11-14 00:00:00+00:00,3.896814386460877,-1.0612193214837404,stop,minute interval; not exact exchange fill
328,2516700.0,2516722.0,1.0,2222.0,0.7353000000000001,0.7195,0.8169183000000001,0.7993645,0.0,-35.10760000000008,-36.723882800000084,7460.020114364828,1.0,7496.743997164828,0.21793949488176415,1731518580.0,2024-11-13 17:00:00+00:00,2024-11-13 17:00:00+00:00,2024-11-13 17:22:00+00:00,2024-11-13 17:23:00+00:00,0.7196630897801305,0.7968476408794779,2024-11-14 00:00:00+00:00,3.9360487471028796,-1.0569479371313992,stop,minute interval; not exact exchange fill
329,2517840.0,2518003.0,1.0,2543.0,0.7188,0.7051000000000001,0.9139542,0.8965346500000001,0.0,-34.83909999999983,-36.64958884999983,7423.370525514828,1.0,7460.020114364828,0.24502727499088445,1731595440.0,2024-11-14 12:00:00+00:00,2024-11-14 12:00:00+00:00,2024-11-14 14:43:00+00:00,2024-11-14 14:44:00+00:00,0.7053407093793115,0.7716371624827542,2024-11-15 00:00:00+00:00,3.9257018792310814,-1.0707808016157307,stop,minute interval; not exact exchange fill
330,2518035.0,2518045.0,1.0,1936.0,0.7233,0.7051000000000001,0.7001544000000001,0.6825368,0.0,-35.23519999999999,-36.617891199999995,7386.752634314827,1.0,7423.370525514828,0.18863517524647408,1731597960.0,2024-11-14 15:15:00+00:00,2024-11-14 15:15:00+00:00,2024-11-14 15:25:00+00:00,2024-11-14 15:26:00+00:00,0.7053407093793115,0.7941371624827539,2024-11-15 00:00:00+00:00,3.9443185134022793,-1.0531707738061433,stop,minute interval; not exact exchange fill
